client_id,data_size,training_rounds,total_training_time,avg_time_per_round,final_accuracy,final_loss,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,experiment_type,dataset,total_rounds,local_epochs,iid
34,1000,100,102.52,1.03,0.964,0.2741,0,32,97,49,29,60,141,86,189,317,agglomerative,cifar10,100,5,False
35,1000,100,105.0,1.05,0.977,0.1733,0,245,149,90,77,38,57,8,309,27,agglomerative,cifar10,100,5,False
36,1000,100,102.53,1.03,0.965,0.2011,0,102,69,109,27,236,59,162,179,57,agglomerative,cifar10,100,5,False
37,1000,100,102.38,1.02,0.955,0.3449,0,85,76,41,304,114,68,67,135,110,agglomerative,cifar10,100,5,False
38,1000,100,102.36,1.02,0.973,0.1912,0,87,216,4,11,39,86,495,50,12,agglomerative,cifar10,100,5,False
39,1000,0,0.0,0.0,0.0,0.0,0,2,8,175,10,13,406,242,139,5,agglomerative,cifar10,100,5,False
40,1000,100,102.84,1.03,0.21,2.3501,0,35,19,114,39,46,34,103,13,597,agglomerative,cifar10,100,5,False
41,1000,100,102.43,1.02,0.876,0.5159,0,45,83,182,182,97,58,57,204,92,agglomerative,cifar10,100,5,False
42,1000,0,0.0,0.0,0.0,0.0,0,6,140,28,295,25,245,3,91,167,agglomerative,cifar10,100,5,False
43,1000,100,102.68,1.03,0.967,0.2259,0,91,111,20,13,152,197,287,43,86,agglomerative,cifar10,100,5,False
44,1000,0,0.0,0.0,0.0,0.0,0,30,204,17,15,104,169,23,246,192,agglomerative,cifar10,100,5,False
45,1000,0,0.0,0.0,0.0,0.0,0,125,92,24,130,95,131,65,245,93,agglomerative,cifar10,100,5,False
46,1000,100,102.43,1.02,0.81,0.6975,0,48,62,48,14,495,43,75,0,215,agglomerative,cifar10,100,5,False
47,1000,100,102.28,1.02,0.974,0.2169,0,20,280,0,0,236,60,160,0,244,agglomerative,cifar10,100,5,False
48,1000,0,0.0,0.0,0.0,0.0,0,98,285,0,0,257,86,68,0,206,agglomerative,cifar10,100,5,False
49,1000,0,0.0,0.0,0.0,0.0,0,0,392,0,0,348,0,84,0,176,agglomerative,cifar10,100,5,False
