client_id,data_size,training_rounds,total_training_time,avg_time_per_round,final_accuracy,final_loss,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,experiment_type,dataset,total_rounds,local_epochs,iid
0,1500,4,9.71,2.43,0.9167,0.4102,80,378,13,1,215,0,635,18,53,107,agglomerative,mnist,4,5,False
1,1500,4,12.7,3.17,0.9487,0.171,575,391,75,19,11,3,254,102,13,57,agglomerative,mnist,4,5,False
2,1500,4,9.88,2.47,0.9787,0.1013,248,5,53,0,4,75,148,0,938,29,agglomerative,mnist,4,5,False
3,1500,4,9.31,2.33,0.936,0.307,56,263,390,0,1,229,42,92,340,87,agglomerative,mnist,4,5,False
4,1500,4,10.01,2.5,0.994,0.0275,1,10,447,78,9,47,388,2,518,0,agglomerative,mnist,4,5,False
5,1500,4,11.27,2.82,0.9853,0.0573,0,510,77,225,29,82,16,121,176,264,agglomerative,mnist,4,5,False
6,1500,0,0.0,0.0,0.0,0.0,28,294,3,10,1,134,26,497,254,253,agglomerative,mnist,4,5,False
7,1500,0,0.0,0.0,0.0,0.0,520,145,87,349,56,39,25,62,90,127,agglomerative,mnist,4,5,False
8,1500,4,9.67,2.42,0.9793,0.0684,44,89,3,626,62,74,203,38,39,322,agglomerative,mnist,4,5,False
9,1500,4,9.23,2.31,0.9933,0.0302,103,0,27,233,11,69,178,5,1,873,agglomerative,mnist,4,5,False
10,1500,4,9.62,2.41,0.9633,0.2055,100,177,316,6,269,458,122,17,2,33,agglomerative,mnist,4,5,False
11,1500,0,0.0,0.0,0.0,0.0,73,241,32,105,176,0,63,149,158,503,agglomerative,mnist,4,5,False
12,1500,0,0.0,0.0,0.0,0.0,10,549,62,39,0,77,576,147,36,4,agglomerative,mnist,4,5,False
13,1500,0,0.0,0.0,0.0,0.0,3,1034,13,107,101,1,0,25,53,163,agglomerative,mnist,4,5,False
14,1500,0,0.0,0.0,0.0,0.0,168,78,88,199,204,113,0,51,64,535,agglomerative,mnist,4,5,False
15,1500,0,0.0,0.0,0.0,0.0,210,69,289,38,2,457,28,317,8,82,agglomerative,mnist,4,5,False
16,1500,0,0.0,0.0,0.0,0.0,45,8,0,1,42,36,23,303,613,429,agglomerative,mnist,4,5,False
17,1500,0,0.0,0.0,0.0,0.0,453,66,26,3,127,94,3,38,520,170,agglomerative,mnist,4,5,False
18,1500,0,0.0,0.0,0.0,0.0,129,83,46,16,4,737,10,33,50,392,agglomerative,mnist,4,5,False
19,1500,0,0.0,0.0,0.0,0.0,50,41,496,34,0,309,63,130,265,112,agglomerative,mnist,4,5,False
20,1500,0,0.0,0.0,0.0,0.0,32,257,1,96,13,263,385,1,117,335,agglomerative,mnist,4,5,False
21,1500,0,0.0,0.0,0.0,0.0,806,139,40,86,100,143,37,68,56,25,agglomerative,mnist,4,5,False
22,1500,0,0.0,0.0,0.0,0.0,209,375,14,83,70,11,419,1,315,3,agglomerative,mnist,4,5,False
23,1500,0,0.0,0.0,0.0,0.0,525,1,243,5,21,126,4,43,357,175,agglomerative,mnist,4,5,False
24,1500,0,0.0,0.0,0.0,0.0,88,2,916,209,9,63,149,20,44,0,agglomerative,mnist,4,5,False
25,1500,0,0.0,0.0,0.0,0.0,18,670,343,98,1,159,91,19,4,97,agglomerative,mnist,4,5,False
26,1500,0,0.0,0.0,0.0,0.0,417,212,110,37,59,114,304,129,27,91,agglomerative,mnist,4,5,False
27,1500,0,0.0,0.0,0.0,0.0,235,5,128,375,325,167,16,10,235,4,agglomerative,mnist,4,5,False
28,1500,0,0.0,0.0,0.0,0.0,83,16,462,478,20,127,65,36,213,0,agglomerative,mnist,4,5,False
29,1500,0,0.0,0.0,0.0,0.0,30,320,469,92,2,234,295,26,10,22,agglomerative,mnist,4,5,False
30,1500,4,11.51,2.88,0.9753,0.122,105,2,78,44,38,0,1049,157,0,27,agglomerative,mnist,4,5,False
31,1500,0,0.0,0.0,0.0,0.0,24,6,70,0,695,251,356,7,0,91,agglomerative,mnist,4,5,False
32,1500,0,0.0,0.0,0.0,0.0,252,18,0,80,502,50,137,180,112,169,agglomerative,mnist,4,5,False
33,1500,0,0.0,0.0,0.0,0.0,3,277,180,6,436,36,372,57,105,28,agglomerative,mnist,4,5,False
34,1500,0,0.0,0.0,0.0,0.0,310,5,0,18,19,440,57,44,7,600,agglomerative,mnist,4,5,False
35,1500,0,0.0,0.0,0.0,0.0,71,128,58,229,172,519,64,213,7,39,agglomerative,mnist,4,5,False
36,1500,0,0.0,0.0,0.0,0.0,145,158,4,26,395,639,59,33,5,36,agglomerative,mnist,4,5,False
37,1500,4,10.14,2.54,0.9793,0.123,1,9,275,36,260,162,0,733,6,18,agglomerative,mnist,4,5,False
38,1500,0,0.0,0.0,0.0,0.0,171,83,29,274,6,14,32,372,514,5,agglomerative,mnist,4,5,False
39,1500,0,0.0,0.0,0.0,0.0,363,116,135,0,7,26,346,460,11,36,agglomerative,mnist,4,5,False
