client_id,data_size,training_rounds,total_training_time,avg_time_per_round,final_accuracy,final_loss,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,experiment_type,dataset,total_rounds,local_epochs,iid
0,3000,10,49.24,4.92,0.929,0.4194,161,757,27,3,431,0,1264,37,106,214,cyclic-agglomerative,mnist,10,5,False
1,3000,10,29.67,2.97,0.98,0.0888,1144,783,151,39,22,7,508,205,26,115,cyclic-agglomerative,mnist,10,5,False
2,3000,10,29.44,2.94,0.9943,0.0213,309,586,149,6,127,579,204,206,410,424,cyclic-agglomerative,mnist,10,5,False
3,3000,10,29.73,2.97,0.9937,0.0343,531,18,77,709,794,41,91,332,5,402,cyclic-agglomerative,mnist,10,5,False
4,3000,0,0.0,0.0,0.0,0.0,512,24,288,355,379,111,854,337,72,68,cyclic-agglomerative,mnist,10,5,False
5,3000,0,0.0,0.0,0.0,0.0,287,288,2,121,217,102,4,597,80,1302,cyclic-agglomerative,mnist,10,5,False
6,3000,0,0.0,0.0,0.0,0.0,99,205,35,365,174,24,489,34,950,625,cyclic-agglomerative,mnist,10,5,False
7,3000,10,29.8,2.98,0.9923,0.0585,271,638,270,25,3,346,4,797,311,335,cyclic-agglomerative,mnist,10,5,False
8,3000,0,0.0,0.0,0.0,0.0,141,78,277,86,1425,402,83,242,40,226,cyclic-agglomerative,mnist,10,5,False
9,3000,0,0.0,0.0,0.0,0.0,326,201,8,226,391,58,777,285,721,7,cyclic-agglomerative,mnist,10,5,False
10,3000,0,0.0,0.0,0.0,0.0,213,91,437,228,448,282,112,509,354,326,cyclic-agglomerative,mnist,10,5,False
11,3000,0,0.0,0.0,0.0,0.0,10,159,215,14,176,16,1092,458,834,26,cyclic-agglomerative,mnist,10,5,False
12,3000,0,0.0,0.0,0.0,0.0,653,225,50,772,14,269,436,339,51,191,cyclic-agglomerative,mnist,10,5,False
13,3000,0,0.0,0.0,0.0,0.0,717,154,96,107,883,125,0,613,262,43,cyclic-agglomerative,mnist,10,5,False
14,3000,0,0.0,0.0,0.0,0.0,224,146,379,934,358,100,0,163,136,560,cyclic-agglomerative,mnist,10,5,False
15,3000,0,0.0,0.0,0.0,0.0,325,539,392,203,0,509,0,376,390,266,cyclic-agglomerative,mnist,10,5,False
16,3000,0,0.0,0.0,0.0,0.0,0,863,374,231,0,304,0,199,724,305,cyclic-agglomerative,mnist,10,5,False
17,3000,0,0.0,0.0,0.0,0.0,0,137,610,1362,0,321,0,135,275,160,cyclic-agglomerative,mnist,10,5,False
18,3000,0,0.0,0.0,0.0,0.0,0,215,1055,262,0,862,0,183,69,354,cyclic-agglomerative,mnist,10,5,False
19,3000,0,0.0,0.0,0.0,0.0,0,635,1066,83,0,963,0,218,35,0,cyclic-agglomerative,mnist,10,5,False
