client_id,data_size,training_rounds,total_training_time,avg_time_per_round,final_accuracy,final_loss,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,experiment_type,dataset,total_rounds,local_epochs,iid
0,1200,10,27.03,2.7,0.9208,0.5734,64,302,11,1,172,0,508,15,42,85,vanilla,mnist,10,5,False
1,1200,10,14.75,1.47,0.9783,0.077,460,313,60,15,9,2,203,82,10,46,vanilla,mnist,10,5,False
2,1200,10,14.33,1.43,0.9983,0.0054,31,86,134,107,0,117,17,89,203,416,vanilla,mnist,10,5,False
3,1200,10,13.11,1.31,0.995,0.021,59,16,67,99,194,46,0,92,244,383,vanilla,mnist,10,5,False
4,1200,10,13.19,1.32,0.99,0.0322,13,18,16,25,383,403,147,49,145,1,vanilla,mnist,10,5,False
5,1200,10,13.21,1.32,0.9842,0.1261,2,3,63,11,180,22,1,288,611,19,vanilla,mnist,10,5,False
6,1200,10,13.12,1.31,0.9958,0.014,328,22,87,130,54,8,8,22,246,295,vanilla,mnist,10,5,False
7,1200,10,13.45,1.34,0.995,0.0216,87,459,208,103,72,29,9,52,0,181,vanilla,mnist,10,5,False
8,1200,10,13.52,1.35,0.9342,0.2791,3,2,145,28,128,126,574,96,24,74,vanilla,mnist,10,5,False
9,1200,10,13.49,1.35,0.99,0.0372,95,0,3,97,112,311,7,433,2,140,vanilla,mnist,10,5,False
10,1200,10,13.27,1.33,0.9925,0.0493,0,333,55,6,4,12,70,445,268,7,vanilla,mnist,10,5,False
11,1200,10,14.0,1.4,0.915,0.3584,5,294,67,160,40,447,23,51,103,10,vanilla,mnist,10,5,False
12,1200,10,13.34,1.33,0.9542,0.3674,4,53,187,253,65,33,25,223,303,54,vanilla,mnist,10,5,False
13,1200,10,13.47,1.35,0.9158,0.7267,117,71,12,0,126,150,27,469,132,96,vanilla,mnist,10,5,False
14,1200,10,13.01,1.3,0.9683,0.231,181,48,6,279,49,46,5,37,512,37,vanilla,mnist,10,5,False
15,1200,10,13.38,1.34,0.9992,0.0047,16,9,0,113,1,137,38,74,55,757,vanilla,mnist,10,5,False
16,1200,10,13.78,1.38,0.9933,0.0311,56,25,123,0,46,195,338,410,2,5,vanilla,mnist,10,5,False
17,1200,10,12.93,1.29,0.9917,0.0254,4,374,179,6,3,83,20,259,128,144,vanilla,mnist,10,5,False
18,1200,10,13.25,1.33,0.9992,0.0034,180,46,27,2,28,19,3,30,250,615,vanilla,mnist,10,5,False
19,1200,10,13.13,1.31,0.9658,0.3366,5,140,105,7,407,76,43,23,353,41,vanilla,mnist,10,5,False
20,1200,10,13.23,1.32,0.9767,0.1418,16,35,1,76,361,135,203,34,315,24,vanilla,mnist,10,5,False
21,1200,10,14.58,1.46,0.9592,0.281,0,0,48,5,681,72,211,0,136,47,vanilla,mnist,10,5,False
22,1200,10,12.6,1.26,0.9858,0.0637,66,75,546,33,139,319,0,0,10,12,vanilla,mnist,10,5,False
23,1200,10,12.82,1.28,0.9392,0.2908,4,77,158,54,58,755,0,2,65,27,vanilla,mnist,10,5,False
24,1200,10,12.7,1.27,0.9992,0.0033,500,26,42,8,4,20,14,0,20,566,vanilla,mnist,10,5,False
25,1200,10,12.84,1.28,0.9408,0.2367,3,203,675,7,1,38,3,27,171,72,vanilla,mnist,10,5,False
26,1200,10,13.41,1.34,0.9925,0.0309,57,158,37,243,336,61,59,21,0,228,vanilla,mnist,10,5,False
27,1200,10,13.54,1.35,0.9083,0.6987,43,188,18,12,317,5,387,37,84,109,vanilla,mnist,10,5,False
28,1200,10,13.76,1.38,0.9867,0.0552,156,1,177,7,419,186,0,213,40,1,vanilla,mnist,10,5,False
29,1200,10,13.34,1.33,0.9992,0.0039,0,96,46,1,14,11,352,54,0,626,vanilla,mnist,10,5,False
30,1200,10,13.92,1.39,0.9717,0.1494,42,100,130,278,270,110,13,217,26,14,vanilla,mnist,10,5,False
31,1200,10,12.91,1.29,0.99,0.0303,280,73,0,7,37,597,52,2,150,2,vanilla,mnist,10,5,False
32,1200,10,14.95,1.5,0.9683,0.1567,85,47,33,12,125,25,434,34,370,35,vanilla,mnist,10,5,False
33,1200,10,13.98,1.4,0.9983,0.0097,595,14,3,61,14,5,118,101,9,280,vanilla,mnist,10,5,False
34,1200,10,13.3,1.33,0.9933,0.0346,141,186,78,15,13,110,18,117,515,7,vanilla,mnist,10,5,False
35,1200,10,13.49,1.35,0.9992,0.0072,26,13,71,0,2,12,146,405,48,477,vanilla,mnist,10,5,False
36,1200,10,13.46,1.35,0.995,0.0235,69,135,263,85,42,440,42,30,78,16,vanilla,mnist,10,5,False
37,1200,10,13.38,1.34,1.0,0.0008,326,18,17,16,8,36,187,592,0,0,vanilla,mnist,10,5,False
38,1200,10,14.42,1.44,0.995,0.0216,66,448,176,205,6,125,171,0,3,0,vanilla,mnist,10,5,False
39,1200,10,13.56,1.36,0.9942,0.019,96,66,125,100,138,2,40,455,178,0,vanilla,mnist,10,5,False
40,1200,10,13.36,1.34,0.9967,0.0142,121,150,183,219,49,95,239,144,0,0,vanilla,mnist,10,5,False
41,1200,10,13.83,1.38,0.9983,0.0118,509,9,11,12,121,0,273,265,0,0,vanilla,mnist,10,5,False
42,1200,10,13.04,1.3,0.9967,0.013,64,101,123,164,386,0,86,276,0,0,vanilla,mnist,10,5,False
43,1200,10,13.84,1.38,0.9858,0.0446,788,27,44,75,194,0,72,0,0,0,vanilla,mnist,10,5,False
44,1200,10,13.22,1.32,1.0,0.0006,36,323,218,361,34,0,228,0,0,0,vanilla,mnist,10,5,False
45,1200,10,13.53,1.35,0.9992,0.002,18,332,444,338,0,0,68,0,0,0,vanilla,mnist,10,5,False
46,1200,10,13.59,1.36,0.9967,0.0054,106,191,94,573,0,0,236,0,0,0,vanilla,mnist,10,5,False
47,1200,10,13.75,1.38,1.0,0.0008,0,315,282,510,0,0,93,0,0,0,vanilla,mnist,10,5,False
48,1200,10,13.98,1.4,0.9983,0.0057,0,472,155,524,0,0,49,0,0,0,vanilla,mnist,10,5,False
49,1200,10,14.18,1.42,1.0,0.0005,0,249,205,688,0,0,58,0,0,0,vanilla,mnist,10,5,False
